Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
2009-01-31,6.3,-30.503870967741936,4.964516129032258,-827548.704,2.3870967741935485
2009-02-28,14.0,-29.349999999999998,5.125,-717952.896,2.5464285714285713
2009-03-31,34.2,-28.502903225806453,9.254838709677419,-879621.12,2.490322580645161
2009-04-30,16.3,-27.736333333333334,13.806666666666667,-845030.016,2.4033333333333333
2009-05-31,28.6,-27.478064516129034,19.809677419354838,-997805.952,2.109677419354839
2009-06-30,0.3,-27.522,21.203333333333333,-945444.96,2.0533333333333332
2009-07-31,1.8,-27.721612903225807,25.393548387096775,-995248.512,2.0580645161290323
2009-08-31,47.2,-28.175806451612903,25.780645161290323,-976186.944,2.041935483870968
2009-09-30,13.6,-28.435,21.06,-1013338.944,2.0
2009-10-31,10.7,-28.75516129032258,13.948387096774193,-1097648.064,1.9451612903225806
2009-11-30,42.8,-29.035666666666668,9.643333333333334,-1024537.248,2.0166666666666666
2009-12-31,45.7,-29.230967741935483,6.861290322580645,-1008219.744,2.403225806451613
2010-01-31,75.6,-28.840967741935486,4.041935483870968,-859703.328,2.761290322580645
2010-02-28,25.299999999999997,-28.197499999999998,6.528571428571429,-795038.112,2.7714285714285714
2010-03-31,13.9,-27.186451612903223,8.993548387096775,-906049.152,2.570967741935484
2010-04-30,5.4,-26.198,12.78,-864186.624,2.356666666666667
2010-05-31,67.9,-25.563225806451616,16.174193548387095,-885513.6,2.5387096774193547
2010-06-30,18.5,-25.264,21.18,-888911.7119999999,2.1766666666666667
2010-07-31,0.0,-25.99806451612903,25.835483870967742,-967674.816,2.0
2010-08-31,17.4,-26.346774193548388,23.870967741935484,-956444.544,2.0
2010-09-30,14.5,-26.410666666666668,18.796666666666667,-916165.728,2.0366666666666666
2010-10-31,10.0,-26.401290322580646,13.351612903225806,-954767.52,2.0806451612903225
2010-11-30,88.0,-26.324333333333335,9.873333333333333,-868052.16,2.51
2010-12-31,39.8,-25.600967741935484,5.874193548387097,-928584.0,2.7419354838709675
2011-01-31,24.9,-24.21483870967742,4.951612903225806,-863777.952,2.3774193548387097
2011-02-28,18.7,-23.440357142857145,5.5321428571428575,-743766.624,2.3428571428571425
2011-03-31,51.7,-23.221290322580646,8.841935483870968,-875141.28,2.519354838709677
2011-04-30,5.8,-23.124666666666666,14.393333333333334,-860850.72,2.1533333333333333
2011-05-31,11.0,-23.288709677419355,18.241935483870968,-936259.776,2.029032258064516
2011-06-30,14.7,-23.548,22.33,-884418.912,2.0
2011-07-31,21.6,-24.39290322580645,23.55483870967742,-925261.9199999999,2.003225806451613
2011-08-31,0.0,-24.899677419354838,25.780645161290323,-972740.448,2.0
2011-09-30,45.800000000000004,-25.541999999999998,22.793333333333333,-1034906.976,1.8233333333333335
2011-10-31,40.1,-25.998064516129034,14.235483870967743,-1076088.672,1.9225806451612903
2011-11-30,3.3000000000000003,-26.544,7.916666666666667,-1128040.992,1.99
2011-12-31,20.2,-27.028387096774193,7.274193548387097,-1138620.24,2.035483870967742
2012-01-31,11.200000000000001,-27.463548387096775,4.158064516129032,-1136860.704,2.0193548387096776
2012-02-29,0.9,-28.032758620689656,3.420689655172414,-1126300.896,2.0586206896551724
2012-03-31,0.0,-28.376129032258063,12.070967741935483,-1089369.216,2.061290322580645
2012-04-30,28.5,-28.684666666666665,13.313333333333333,-997306.5599999999,2.1233333333333335
2012-05-31,11.1,-28.61967741935484,16.74516129032258,-854730.144,2.167741935483871
2012-06-30,9.4,-28.943125000000002,24.533333333333335,-964970.496,1.9466666666666665
2012-07-31,0.0,-30.839072580645162,27.103225806451615,-1206965.664,1.9
2012-08-31,0.0,-32.64354838709678,27.700000000000003,-1041413.76,1.903225806451613
2012-09-30,13.0,-33.173,20.9,-967321.44,1.8566666666666667
2012-10-31,17.0,-33.586774193548386,15.95483870967742,-1190293.056,1.9483870967741934
2012-11-30,45.2,-33.172,11.423333333333334,-1037464.416,2.58
2012-12-31,24.6,-31.616451612903226,5.009677419354839,-939218.112,2.635483870967742
2013-01-31,51.3,-30.090645161290322,5.080645161290323,-931524.192,2.648387096774193
2013-02-28,42.7,-28.4375,4.857142857142857,-867602.016,2.7035714285714287
2013-03-31,69.0,-26.612903225806452,9.393548387096773,-982660.032,2.7483870967741937
2013-04-30,36.9,-24.913333333333334,15.226666666666667,-956886.912,2.4
2013-05-31,78.4,-23.61193548387097,16.22258064516129,-921423.168,2.490322580645161
2013-06-30,62.1,-22.637,21.19333333333333,-982934.784,2.49
2013-07-31,4.2,-22.087741935483873,24.961290322580645,-966322.656,2.0064516129032257
2013-08-31,10.8,-22.498709677419356,25.396774193548385,-964772.64,2.003225806451613
2013-09-30,47.9,-22.846666666666668,20.9,-999108.864,2.0433333333333334
2013-10-31,25.3,-22.88225806451613,16.61935483870968,-921710.016,2.3677419354838714
2013-11-30,116.7,-22.698666666666668,10.626666666666667,-887220.864,2.8366666666666664
2013-12-31,2.9,-21.906774193548387,4.716129032258064,-904284.0,2.4419354838709677
2014-01-31,107.1,-21.48677419354839,6.816129032258065,-901195.2,2.4516129032258065
2014-02-28,90.7,-21.038928571428574,9.725,-859944.384,2.9071428571428575
2014-03-31,37.4,-19.691612903225806,10.635483870967741,-908248.032,2.509677419354839
2014-04-30,95.1,-19.320666666666668,14.020000000000001,-826694.208,2.466666666666667
2014-05-31,88.7,-19.343225806451613,17.061290322580643,-854602.272,2.7709677419354835
2014-06-30,39.8,-19.71333333333333,22.52,-805349.088,2.4299999999999997
2014-07-31,142.3,-20.26290322580645,23.280645161290323,-823801.536,2.541935483870968
2014-08-31,58.8,-20.593548387096774,23.858064516129033,-864619.488,2.5870967741935487
2014-09-30,78.2,-20.857333333333333,20.240000000000002,-808631.424,2.646666666666667
2014-10-31,15.3,-21.143870967741936,16.903225806451612,-841129.92,2.532258064516129
2014-11-30,141.7,-21.425,12.1,-824652.576,3.0266666666666664
2014-12-31,63.1,-21.342903225806452,7.674193548387097,-832275.648,2.9387096774193546
2015-01-31,31.8,-21.13516129032258,6.487096774193549,-843512.8319999999,2.858064516129032
2015-02-28,54.5,-21.056428571428572,6.682142857142857,-728891.1359999999,3.1357142857142857
2015-03-31,93.4,-20.789677419354838,10.119354838709677,-766231.488,3.161290322580645
2015-04-30,18.299999999999997,-20.527333333333335,13.7,-801892.224,2.8386092715231785
2015-05-31,72.1,-20.338064516129034,19.39032258064516,-874219.392,2.656291390728477
2015-06-30,29.5,-20.500333333333334,22.996666666666666,-709992.0,2.5956953642384106
2015-07-31,3.0,-21.293870967741935,28.835483870967742,-808724.736,2.5350993377483446
2015-08-31,43.2,-21.979032258064517,25.683870967741935,-801722.88,2.4735099337748343
2015-09-30,17.0,-22.418,21.326666666666664,-808269.408,2.4186313465783664
2015-10-31,136.0,-22.682258064516127,15.82258064516129,-775095.264,2.5612903225806454
2015-11-30,48.4,-23.075,10.270000000000001,-786602.88,2.756666666666667
2015-12-31,5.4,-23.424193548387095,5.306451612903226,-843041.952,2.732258064516129
2016-01-31,66.2,-23.77258064516129,6.590322580645162,-869357.664,2.9387096774193546
2016-02-29,103.8,-24.11241379310345,9.937931034482759,-733562.784,3.031034482758621
2016-03-31,37.4,-24.153870967741934,10.32258064516129,-726636.096,3.0387096774193547
2016-04-30,95.8,-24.261000000000003,15.286666666666667,-755327.808,2.81
2016-05-31,118.0,-24.154193548387095,17.10967741935484,-746476.992,3.0387096774193547
2016-06-30,66.0,-23.692,21.546666666666667,-685704.96,2.9266666666666667
2016-07-31,87.0,-24.067419354838712,25.887096774193548,-790543.584,2.532258064516129
2016-08-31,82.8,-24.490645161290324,23.94516129032258,-876181.536,2.332258064516129
2016-09-30,45.6,-24.413999999999998,20.403333333333332,-747813.6,2.5566666666666666
2016-10-31,151.4,-24.23225806451613,15.009677419354839,-751035.456,2.680645161290323
2016-11-30,83.2,-23.99866666666667,10.55,-738313.056,2.8833333333333333
2016-12-31,5.2,-23.62741935483871,5.161290322580645,-732158.784,2.7193548387096773
2017-01-31,61.2,-23.66774193548387,3.203225806451613,-817923.744,2.803225806451613
2017-02-28,43.4,-23.48107142857143,8.835714285714285,-684891.936,2.957142857142857
2017-03-31,65.4,-23.338387096774195,11.890322580645162,-743088.384,2.9129032258064513
2017-04-30,45.8,-23.107000000000003,13.97,-718173.216,2.6566666666666667
2017-05-31,42.2,-23.215483870967745,18.719354838709677,-814988.736,2.638709677419355
2017-06-30,19.4,-24.386333333333333,25.71333333333333,-931183.776,2.4233333333333333
2017-07-31,9.0,-25.316451612903226,26.60967741935484,-939936.96,2.2161290322580647
2017-08-31,5.2,-26.281935483870967,28.07741935483871,-943287.552,2.1161290322580646
2017-09-30,95.6,-26.574666666666666,19.040000000000003,-852743.808,2.3699999999999997
2017-10-31,17.0,-26.955161290322582,15.003225806451614,-890858.304,2.3129032258064517
2017-11-30,74.2,-27.396333333333335,9.496666666666666,-864027.648,2.6199999999999997
2017-12-31,138.2,-27.603225806451615,5.587096774193548,-868894.56,2.9064516129032256
2018-01-31,31.8,-27.22258064516129,7.541935483870968,-834570.432,2.7806451612903227
2018-02-28,81.39999999999999,-26.939285714285713,4.971428571428571,-750701.088,2.8714285714285714
2018-03-31,191.4,-26.22258064516129,9.14516129032258,-789712.416,3.2451612903225806
2018-04-30,37.6,-24.508,16.279999999999998,-836250.912,2.8866666666666663
2018-05-31,80.80000000000001,-23.578387096774193,18.893548387096775,-856672.416,2.5935483870967744
2018-06-30,68.2,-23.426,22.783333333333335,-869095.008,2.32
2018-07-31,16.400000000000002,-24.352903225806454,26.541935483870965,-961168.032,2.129032258064516
2018-08-31,40.599999999999994,-24.919677419354837,25.283870967741933,-945776.736,2.193548387096774
2018-09-30,23.599999999999998,-25.136333333333333,21.93,-925746.6240000001,2.22
2018-10-31,118.2,-25.541290322580643,16.73225806451613,-939316.608,2.329032258064516
2018-11-30,81.6,-25.627333333333336,10.636666666666667,-865703.808,2.5166666666666666
2018-12-31,44.8,-26.0458064516129,5.935483870967742,-880041.024,2.6322580645161286
2019-01-31,51.4,-26.43064516129032,3.8870967741935485,-883618.848,2.638709677419355
2019-02-28,46.4,-26.24607142857143,7.8428571428571425,-729929.664,2.689285714285714
2019-03-31,37.2,-25.79790322580645,11.264516129032257,-801118.944,2.467741935483871
2019-04-30,93.0,-25.515333333333334,13.413333333333332,-727670.304,2.6300000000000003
2019-05-31,129.4,-25.39483870967742,14.990322580645161,-694905.696,2.925806451612903
2019-06-30,8.6,-25.384999999999998,25.316666666666666,-788968.224,2.6133333333333337
2019-07-31,94.4,-25.942580645161293,26.470967741935485,-828844.128,2.3354838709677415
2019-08-31,30.2,-26.252903225806453,26.31935483870968,-870108.48,2.203225806451613
2019-09-30,42.2,-26.436666666666667,21.163333333333334,-810822.528,2.31
2019-10-31,45.8,-26.743225806451612,16.812903225806455,-816740.064,2.306451612903226
2019-11-30,148.4,-26.586000000000002,11.836666666666668,-805884.768,2.76
2019-12-31,57.0,-26.089354838709678,7.403225806451613,-743268.096,2.851612903225807
2020-01-31,15.4,-25.572580645161292,5.509677419354839,-840294.432,2.5064516129032257
2020-02-29,18.6,-25.261724137931036,8.989655172413793,-822268.8,2.420689655172414
2020-03-31,70.2,-24.94535483870968,9.758064516129032,-830281.536,2.7225806451612904
2020-04-30,41.6,-24.805133333333334,14.016666666666667,-739037.952,2.5
2020-05-31,45.6,-24.71677419354839,18.75483870967742,-747226.08,2.4709677419354836
2020-06-30,70.0,-24.815333333333335,21.176666666666666,-824726.448,2.5933333333333333
