Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry
2009-01-11,0.9,-30.934285714285718,1.9142857142857144,-212164.704,2.314285714285714
2009-01-18,1.2000000000000002,-30.59857142857143,5.485714285714286,-196624.8,2.3
2009-01-25,4.199999999999999,-30.13,8.585714285714285,-162883.872,2.357142857142857
2009-02-01,0.0,-29.90714285714285,4.728571428571429,-171409.824,2.571428571428572
2009-02-08,10.4,-29.608571428571427,8.671428571428573,-179798.4,2.628571428571429
2009-02-15,2.8,-29.462857142857143,3.8857142857142857,-177834.528,2.7
2009-02-22,0.8,-29.22571428571428,2.071428571428572,-177310.08000000002,2.457142857142857
2009-03-01,0.0,-28.98428571428571,6.357142857142857,-187142.4,2.3857142857142857
2009-03-08,18.9,-28.73857142857143,8.928571428571429,-200181.024,2.457142857142857
2009-03-15,3.2,-28.674285714285716,9.185714285714283,-202855.104,2.4714285714285715
2009-03-22,3.4,-28.467142857142854,7.742857142857143,-199910.592,2.442857142857143
2009-03-29,0.8,-28.187142857142856,9.814285714285717,-194062.176,2.557142857142857
2009-04-05,8.9,-28.077142857142857,13.671428571428573,-199043.136,2.628571428571429
2009-04-12,0.2,-27.917142857142856,14.485714285714286,-199921.824,2.442857142857143
2009-04-19,7.0,-27.69142857142857,14.257142857142856,-193813.344,2.314285714285714
2009-04-26,1.1,-27.56571428571429,13.94285714285714,-198076.32,2.314285714285714
2009-05-03,7.0,-27.39,13.414285714285716,-193291.488,2.3428571428571425
2009-05-10,0.0,-27.4,17.15714285714286,-215895.456,2.171428571428572
2009-05-17,0.0,-27.424285714285716,20.042857142857144,-228795.84,2.1
2009-05-24,0.0,-27.564285714285717,23.27142857142857,-245952.288,2.0571428571428574
2009-05-31,28.6,-27.55857142857143,20.942857142857143,-223989.408,2.0285714285714285
2009-06-07,0.0,-27.33428571428572,19.314285714285717,-216051.84,2.1
2009-06-14,0.0,-27.52142857142857,22.442857142857143,-243563.328,2.0571428571428574
2009-06-21,0.3,-27.695714285714285,23.77142857142857,-233419.968,2.0
2009-06-28,0.0,-27.56,18.82857142857143,-199644.48,2.042857142857143
2009-07-05,0.5,-27.43142857142857,22.942857142857143,-197252.928,2.1
2009-07-12,0.0,-27.395714285714288,23.5,-218337.984,2.242857142857143
2009-07-19,1.3,-27.708571428571428,26.057142857142857,-236282.4,2.0
2009-07-26,0.0,-27.952857142857145,26.87142857142857,-233475.264,2.0
2009-08-02,0.0,-28.202857142857145,27.485714285714288,-226628.928,1.9428571428571428
